Titulo,Resumen,URL,Seccion,Sitio de publicacion,Fecha de publicacion,Autor,Contenido
Layún lanza equipo profesional de pádel,"<p>Motivado por las carencias de formación que padece el deporte nacional, el futbolista Miguel Layún se asoció con un grupo de em-presarios para lanzar el primer equipo franquicia en México de pádel profesional, en la naciente Pro Pádel League de Norteamérica.</p>
<p>El conjunto mexicano denominado Cancún Waves, en alusión al …</p>",https://www.jornada.com.mx/notas/2023/05/06/deportes/layun-lanza-equipo-profesional-de-padel/,deportes,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Abril del Río</dc:creator>","[<p>Motivado por las carencias de formación que padece el deporte nacional, el futbolista Miguel Layún se asoció con un grupo de em-presarios para lanzar el primer equipo franquicia en México de pádel profesional, en la naciente Pro Pádel League de Norteamérica.</p>, <p>El conjunto mexicano denominado Cancún Waves, en alusión al lugar donde nació el pádel, tendrá su primera sede en Miami y a partir de 2024 se establecerá en esa región del Caribe mexicano.</p>, <p>El torneo inicia el 13 de mayo y se jugará durante las siguientes cinco semanas en clubes de San Diego, Los Ángeles, Arkansas, Las Vegas y Miami.</p>, <p>“Para mí es sumamente relevante lo que sucede con el deporte en México, porque sé lo difícil que es para los niños y los jóvenes aspirar a ser un atleta profesional, encontrar ciertas carencias que hacen cada vez más complicada la travesía de convertirse en deportista en nuestro país”, asentó el jugador del América en la presentación del naciente equipo, que se integrará con jugadores y jugadoras mexicanos y otros de origen argentino y español.</p>, <p>“Uno de mis grandes propósitos cuando empecé a entender lo que sucedía en México era cómo brindar herramientas para que los niños pudieran desarrollarse de la mejor manera posible, y sinceramente, si ni te involucras, es difícil tener un impacto. Es por eso que decidí hacer esta liga parte de mi vida, de mis objetivos.</p>, <p>“La meta primordial que tenemos en Cancún Waves es el desarrollo de las herramientas suficientes para que ayuden a convertir sus sueños en realidad. Esto recién inicia”, afirmó, y confió en que el pádel será una buena plataforma de desarrollo del deporte en el país.</p>, <p>Una serie de figuras del deporte se han asociado en el lanzamiento de esta primera liga profesional que principalmente involucrará a jugadores latinoamericanos –de México y Argentina–, canadienses y españoles.</p>, <p>Al igual que el futbolista mexicano, los ex tenistas Juan Martín del Potro (Argentina) y Tommy Haas (Alemania) se unieron a este relanzamiento del pádel profesional con franquicias de Miami y San Diego, respectivamente.</p>, <p>El formato de juego es por equipos, varonil, femenil y mixtos.</p>, <p>Aunque Layún se resistía a hablar sobre el América de cara a la liguilla, terminó afirmando la de cajón: “El equipo puede aspirar al campeonato respetando a todos los rivales”. Y en lo personal, comentó: “Hoy en día estoy viviendo probablemente la última o una de las últimas liguillas como jugador profesional. Así que quiero vivir cada día, disfrutar los entrenamientos, los partidos, el objetivo personal y grupal y después veremos, en una de esas termino siendo profesional en los Pro Pádel League”, sonrió.</p>]"
Lecciones de la pandemia,"<p>La sostenida reducción en el número de casos graves y fallecimientos permitió a la Organización Mundial de la Salud (OMS) levantar ayer la emergencia internacional por el covid-19. Lo anterior no significa que el coronavirus haya dejado de existir ni que ya no se presenten defunciones por esta causa, pues …</p>",https://www.jornada.com.mx/notas/2023/05/06/opinion/lecciones-de-la-pandemia-20230506/,opinion,La jornada,"Sat, 06 May 2023 06:00:00 -0500",,"[<p>La sostenida reducción en el número de casos graves y fallecimientos permitió a la Organización Mundial de la Salud (OMS) levantar ayer la emergencia internacional por el covid-19. Lo anterior no significa que el coronavirus haya dejado de existir ni que ya no se presenten defunciones por esta causa, pues en la última semana de abril hubo 630 mil contagios y 3 mil 500 muertes, pero es indudable que la propagación y los efectos del coronavirus se encuentran en un nivel completamente distinto al que llevó a proclamar la emergencia el 30 de enero de 2020.</p>, <p>El fin oficial de la crisis sanitaria invita a reflexionar en torno a los estragos que dejó el covid-19, las acciones humanas que contribuyen al surgimiento y la difusión de enfermedades infecciosas, la carencia de precauciones ante este tipo de eventos y la manera irreversible en que el virus ha transformado las sociedades. Las pérdidas humanas son aterradoras: según los datos disponibles más recientes, en tres años al menos 765 millones de personas se han contagiado y 20 millones han muerto debido al coronavirus, pero la cifra podría ser mayor por el subregistro de casos. Además, millones quedaron con secuelas que siguen mermando su salud meses o años después de haberse infectado. En el aspecto económico, millones de personas perdieron sus empleos o sus fuentes de ingreso, y la economía global se vio sacudida por la disrupción en las cadenas de suministro y la caída en las ventas de los negocios que no pudieron adaptarse al comercio electrónico. Las quiebras de bancos que han tenido lugar en los meses recientes muestran que la pandemia puede haber terminado, pero sus efectos persistirán, al menos, a corto plazo.</p>, <p>Otro aspecto, que a veces se neglige, es el de los daños causados por el confinamiento a la salud mental de todos los seres humanos y a la integridad física de las mujeres. No es sorpresivo que el distanciamiento físico, sea decretado por las autoridades o adoptado por decisión propia, tenga un impacto en el equilibrio sicológico de una especie tan gregaria como la humana. Aunque injustificable, también era predecible que los sentimientos de frustración, impotencia, rabia o desesperación, experimentados por quienes se vieron obligados a un cambio drástico en su rutina de manera súbita, explotarían en manifestaciones de violencia verbal, sicológica o física. En sociedades con profundas desigualdades de género y alarmante normalización de agresiones contra las mujeres, fueron ellas las principales víctimas de este lado oscuro de los encierros que muchos países impusieron en la parte más álgida de la pandemia.</p>, <p>Ahora que la situación más dura ha pasado, es ineludible cuestionar hasta qué punto los seres humanos somos responsables del surgimiento de la enfermedad y de la velocidad con que se extendió por todo el globo. Hasta el momento, la hipótesis más plausible sobre el origen de la enfermedad es la zoonosis (el salto de un patógeno presente en animales a un huésped humano), y se ha señalado que ésta se multiplica conforme las personas destruyen o invaden bosques y selvas para consagrar cada vez más tierras a la especulación inmobiliaria, los grandes complejos turísticos, la agricultura u otros usos. Asimismo, la manera en que los sistemas sanitarios (incluidos los del primer mundo) se vieron rebasados por el número de enfermos que requerían atención hospitalaria reflejó el descuido y la indiferencia de las administraciones neoliberales hacia la salud pública.</p>, <p>Lo más probable es que en el futuro cercano aparezcan otras pandemias con igual o hasta mayor letalidad que la de covid-19, y la única manera de minimizar sus daños pasa por diseñar planes específicos y ampliamente difundidos entre la ciudadanía para contener la propagación del agente patógeno, robustecer los sistemas de salud a fin de que puedan absorber el aumento súbito en los requerimientos hospitalarios y desarrollar mecanismos necesarios para evitar que los países ricos acaparen insumos médicos vitales. En un sentido preventivo, es urgente frenar la destrucción de la naturaleza y remarcar que el daño que se hace a ésta es un daño también para el ser humano, incluso cuando no es posible ver las consecuencias a corto plazo.</p>]"
Los de abajo,<p>A 17 años de la represión y tortura sexual en Atenco</p>,https://www.jornada.com.mx/notas/2023/05/06/politica/los-de-abajo-a-17-anos-de-la-represion-y-tortura-sexual-en-atenco/,politica,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Gloria Muñoz Ramírez</dc:creator>","[<p>A 17 años de la represión social, detenciones arbitrarias y actos de tortura sexual ejercidos por policías estatales y federales en Texcoco y San Salvador Atenco, estado de México, en el contexto de la lucha contra la construcción de un aeropuerto y de las actividades de La Otra Campaña, la historia no ha terminado.</p>, <p>No se olvidan los valientes testimonios de las mujeres que sobrevivieron a los ataques sexuales, dando cuenta de un operativo de Estado que violó todo protocolo de las fuerzas de seguridad, que hasta hoy continúan en la impunidad, empezando por Enrique Peña Nieto, entonces gobernador de la entidad y luego presidente de México.</p>, <p>Hace cuatro años que la Corte Interamericana de Derechos Humanos (Coridh) emitió la sentencia “Mujeres víctimas de tortura sexual en Atenco vs. México”. Y en estos días, luego de otro largo litigio, el grupo de mujeres logró que la Fiscalía General de Justicia del Estado de México (FGJEM) entregue la investigación a la Fiscalía General de la República (FGR), concretamente a la Fiscalía Especializada para los Delitos de Violencia contra las Mujeres y Trata de Personas (Fevimtra), “la cual ahora tendrá la obligación de continuar la investigación del caso bajo los parámetros ordenados por la Coridh”.</p>, <p>El camino recorrido durante casi dos décadas ha sido arduo, como todo lo que tiene que ver con la justicia en México. Apenas hace tres años, las mujeres iniciaron una larga batalla legal, pues, como se sabe, las autoridades locales habían estado a cargo de las investigaciones de los actos de tortura y represión, teniendo como consecuencia que ningún elemento o funcionario de esas corporaciones haya sido sancionado por la tortura sexual.</p>, <p>“Fui torturada sexualmente por muchos policías. No es posible saber cuántos: me habían tapado la cara con mi propio suéter”, contó en su momento Norma Jiménez, una de las 11 mujeres que rindieron su doloroso testimonio ante la Coridh, recordando los hechos de mayo de 2006, cuando ocurrió uno de los casos más emblemáticos de la represión contra la protesta social en México, del cual no se ha dicho la última palabra, pues los responsables siguen libres.</p>, <p><a href=""http://desinformemonos.org"">Desinformemonos.org</a></p>]"
Maniobra errada,"<p>Un camión de volteo cargado con material cayó en una obra tras echarse en reversa en la calle Peñoles 71 esquina con Circuito Interior, colonia Valle Gómez. Tres trabajadores que laboraban en la excavación resultaron lesionados.</p>",https://www.jornada.com.mx/notas/2023/05/06/capital/maniobra-errada-20230506/,capital,La jornada,"Sat, 06 May 2023 06:00:00 -0500",,"[<p>Un camión de volteo cargado con material cayó en una obra tras echarse en reversa en la calle Peñoles 71 esquina con Circuito Interior, colonia Valle Gómez. Tres trabajadores que laboraban en la excavación resultaron lesionados.</p>]"
Más indocumentados buscan llegar a EU: OIM,"<p>A punto de que llegue a su fin la aplicación de la política estadunidense Título 42, el 11 de mayo próximo, ha habido un aumento de migrantes que buscan llegar a Estados Unidos. Una encuesta de la Organización Internacional para las Migraciones (OIM), levantada en febrero pasado en Tapachula, Chiapas …</p>",https://www.jornada.com.mx/notas/2023/05/06/politica/mas-indocumentados-buscan-llegar-a-eu-oim/,politica,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Jessica Xantomila</dc:creator>","[<p>A punto de que llegue a su fin la aplicación de la política estadunidense Título 42, el 11 de mayo próximo, ha habido un aumento de migrantes que buscan llegar a Estados Unidos. Una encuesta de la Organización Internacional para las Migraciones (OIM), levantada en febrero pasado en Tapachula, Chiapas, arrojó que 82 por ciento de 103 personas consultadas tenían como destino final ese país, lo que representa un incremento de 43 por ciento en comparación con lo reportado en enero.</p>, <p>En su reciente informe sobre el seguimiento del desplazamiento y movilidad de poblaciones, expuso que sólo 15 por ciento de los encuestados tenían la intención de permanecer en México, una disminución de 38 por ciento en contraste con el periodo anterior. El 3 por ciento restante no había definido cuál sería su país destino.</p>, <p>Sobre qué países son considerados alternativos a su objetivo principal, cada vez más migrantes identifican a Canadá como opción, ya que 34 por ciento mencionó esta nación; 32 por ciento dijo que México y 26 por ciento no tenía identificado otro destino final.</p>, <p>De acuerdo con las personas encuestadas, obtener un ingreso superior es uno de los factores al que se le atribuye mayor importancia al elegir el país destino (69 por ciento), seguido de la asistencia sanitaria y encontrar oportunidades de trabajo.</p>, <p>La edad promedio de las personas que participaron en la encuesta fue de 24 años y la máxima registrada, de 50. La mayoría eran originarias de Honduras, Haití y Ecuador, aunque se identificaron 12 nacionalidades diferentes.</p>, <p>Uno de los principales factores que los llevó a migrar, dijeron, fue el aumento de los precios del mercado, seguido de conflictos y la situación de inseguridad, así como la ausencia del estado de derecho.</p>, <p>En cuanto a la situación laboral en su lugar de origen, dos de cada tres personas expusieron que tenían un empleo, pero 71 por ciento señaló que recibía ingresos insuficientes para satisfacer sus necesidades básicas.</p>, <p>El 68 por ciento de las personas refirieron no haber estudiado un nivel superior a la primaria y 24 por ciento mencionó haber completado la educación secundaria. El 7 por ciento contaba con estudios universitarios o formación técnica.</p>]"
Mayor control de sustancias,"<p>El gobierno federal destacó que promueve el fortalecimiento de las acciones orientadas al control de la producción, preparación, enajenación, adquisición, importación, exportación, transporte, almacenaje y distribución de precursores químicos, productos químicos esenciales y máquinas para elaborar cápsulas, tabletas y comprimidos, a través de una coordinación interinstitucional de diversas dependencias tras …</p>",https://www.jornada.com.mx/notas/2023/05/06/politica/mayor-control-de-sustancias-20230506/,politica,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">De la Redacción</dc:creator>","[<p>El gobierno federal destacó que promueve el fortalecimiento de las acciones orientadas al control de la producción, preparación, enajenación, adquisición, importación, exportación, transporte, almacenaje y distribución de precursores químicos, productos químicos esenciales y máquinas para elaborar cápsulas, tabletas y comprimidos, a través de una coordinación interinstitucional de diversas dependencias tras la reforma a la ley respectiva, que entró en vigor el 4 de mayo. Las secretarías de Salud, Marina, Seguridad y la Cofepris indicaron que el Sistema Integral de Sustancias (Sisus) simplificará los trámites a personas físicas o morales que efectúan actividades reguladas.</p>]"
Messi ofrece disculpas al PSG y a hinchas,"<p>Madrid. Lionel Messi, delantero del PSG, pidió “perdón” a su club y compañeros por su viaje no autorizado a Arabia Saudita esta semana, periplo que hizo pensando que tendrían el día libre después del partido del domingo en la Ligue 1.“Quería hacer este video después de todo lo que …</p>",https://www.jornada.com.mx/notas/2023/05/06/deportes/messi-ofrece-disculpas-al-psg-y-a-hinchas/,deportes,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Europa Press</dc:creator>","[<p>Madrid. Lionel Messi, delantero del PSG, pidió “perdón” a su club y compañeros por su viaje no autorizado a Arabia Saudita esta semana, periplo que hizo pensando que tendrían el día libre después del partido del domingo en la Ligue 1.“Quería hacer este video después de todo lo que está pasando. Antes que nada, pedir perdón, obviamente a mis compañeros, al club. Sinceramente, pensé que íbamos a estar libres después del partido, como venía pasando durante las semanas anteriores”, publicó en redes sociales.</p>]"
"México aceptó reforzar seguridad en su frontera sur, sostiene Mayorkas",<p>Prevé situación migratoria extremadamente difícil</p>,https://www.jornada.com.mx/notas/2023/05/06/politica/mexico-acepto-reforzar-seguridad-en-su-frontera-sur-sostiene-mayorkas/,politica,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Reuters, Ap y Afp</dc:creator>","[<p>Brownsville. El secretario de Seguridad Nacional de Estados Unidos, Alejandro Mayorkas, afirmó ayer que el gobierno de México reforzará la vigilancia fronteriza en el sur de su territorio como parte de un acuerdo alcanzado esta semana.</p>, <p>En momentos en que su gobierno está por finalizar el próximo 11 de mayo las restricciones del Título 42, aplicadas debido a la pandemia de covid-19, el funcionario sostuvo que las autoridades enfrentan circunstancias “extremadamente difíciles” a lo largo de la frontera entre ambos países ante la llegada de miles de migrantes.</p>, <p>Durante una visita a Brownsville, Texas, Mayorkas señaló que a principios de esta semana la asesora de seguridad nacional del gobierno de Joe Biden, Elizabeth Sherwood-Randall, se reunió en la Ciudad de México con el presidente Andrés Manuel López Obrador y “acordó un aumento de la aplicación de la ley en el sur del país para evitar que los contrabandistas exploten a las personas, ya que les informan mal y las traen a la frontera sur de Estados Unidos sólo para ser devueltas”.</p>, <p>La Secretaría de la Defensa Nacional (Sedena), consultada por la agencia noticiosa Reuters, respondió que no tenía información al respecto. Además, a pregunta de <em>La Jornada</em>, la Secretaría de Relaciones Exteriores (SRE) no hizo comentarios sobre este tema.</p>, <p>El Título 42 será remplazado por el Título 8, en un cambio de normativa que impone consecuencias más duras para los migrantes que ingresen irregularmente a territorio estadunidense. Antes del fin de esta medida, el gobierno de Biden ampliará el acceso a CBP One, una aplicación digital que permite a los indocumentados programar una cita para acercarse a un puerto de entrada fronterizo.</p>, <p>Mayorkas subrayó que en las recientes dos semanas se ha producido una oleada de migrantes venezolanos a través del sur de Texas, particularmente en Brownsville y sus alrededores, por razones que no estaban claras. Anteayer, 4 mil de los cerca de 6 mil migrantes bajo custodia de la Patrulla Fronteriza en el Valle del Río Grande, Texas, eran originarios de ese país.</p>, <p>Mayorkas declaró en su visita a Brownsville que México acordó esta semana seguir acogiendo a los venezolanos que entren sin documentación en Estados Unidos y sean expulsados una vez que las restricciones al asilo terminen el jueves, junto con cubanos, haitianos y nicaragüenses. Estados Unidos ha realizado más de 2.8 millones de expulsiones de migrantes desde marzo de 2020 bajo el amparo de lo que se conoce como Título 42.</p>, <p>El secretario reiteró que siguen en pie los planes de desarrollar una nueva política antes del próximo jueves que hará extremadamente difícil solicitar asilo si los indocumentados pasan por otro país, como México, en su camino hacia Estados Unidos.</p>, <p>La frontera entre ambas naciones “no estará abierta” la próxima semana, cuando expiran las restricciones sanitarias impuestas en la era Trump, expresó. “La situación en la frontera es muy seria, muy desafiante y muy difícil”, dijo.</p>]"
México SA,<p>Concluye la pandemia // Pero el bicho se queda // Mayor empleo formal</p>,https://www.jornada.com.mx/notas/2023/05/06/economia/mexico-sa-concluye-la-pandemia-pero-el-bicho-se-queda-mayor-empleo-formal/,economia,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Carlos Fernández-Vega</dc:creator>","[<p>Luego de poco más de tres interminables años y millones de muertes, la Organización Mundial de la Salud (OMS) declaró el fin de la pandemia por covid-19, una de las etapas más peligrosas y dolorosas para la humanidad, sin que tal disposición implique que, a la par, el bicho haya sido borrado del mapa, luego de poner de cabeza al planeta.</p>, <p>En esos tres años y pico, de acuerdo con el puntual seguimiento que sobre este caso hizo la Universidad Johns Hopkins, por covid-19 en el planeta murieron 6 millones 900 mil personas, mientras alrededor de 677 millones se contagiaron. Los sistemas de salud colapsaron en buena parte del mundo, lo que sacó a flote el lamentable estado de la infraestructurahospitalaria en la mayoría de las naciones, y confirmó, por su hubiera dudas, el altísimo grado de mezquindad de los laboratorios trasnacionales fabricantes de las vacunas, cuya investigación y desarrollo fue financiada mayormente por los gobiernos, no con los recursos de los propios corporativos, que hicieron un vergonzoso negocio –uno más– al convertir el derecho a la salud en una simple mercancía.Que la pague quien tenga con qué o que se atenga a las consecuencias.</p>, <p>Paralelamente, se registró una impúdica propaganda ideológica en contra de la creación de vacunas en “países enemigos”, como en el caso de la rusa Sputnik, la cual, dicho sea de paso, ha resultado ser una de las más eficientes y seguras de todas las que entraron al mercado.</p>, <p>Dicha universidad detalla que, por los efectos del covid-19, Estados Unidos ocupa la primera posición, en números relativos, con un millón 123 mil muertes (hasta el primer tercio de marzo pasado) y cerca de 104 millones de infectados. Para el caso mexicano, las cifras son 333 mil y 7 millones 500 mil, respectivamente, por lo que se posiciona en el escalón número 12 de la tabla general. Otro ejemplo es Brasil: 700 mil y 37 millones, en cada caso.</p>, <p>La Jornada lo reseñó así: “el covid-19 ya no representa una emergencia sanitaria mundial, anunció la Organización Mundial de la Salud, ante la reducción de contagios y muertes a nivel global. Señaló que es un paso importante hacia el fin de la pandemia que acabó con la vida de más de 6.9 millones de personas, atormentó a la economía mundial y devastó comunidades”.</p>, <p>El director general de la OMS, Tedros Adhanom Ghebreyesus, subrayó que “el covid ha cambiado el mundo y nos ha cambiado; ha sido mucho más que una crisis sanitaria; ha causado graves trastornos económicos, eliminando billones del producto interno bruto, interrumpiendo los viajes y el comercio, cerrando negocios y hundiendo a millones en la pobreza; ha causado una grave agitación social, con fronteras cerradas, movimiento restringido, escuelas cerradas y millones de personas que han experimentado soledad, aislamiento, ansiedad y depresión” ( <em>El País</em>).</p>, <p>El directivo no pasó por alto un elemento fundamental; “la amenaza para la salud pública continúa. Mientras se difunde la buena nueva por el fin de la pandemia miles de personas en todo el mundo luchan por sus vidas en unidades de cuidados intensivos, y millones más continúan viviendo con los efectos debilitantes del covid persistente. Este virus llegó para quedarse. Todavía está matando y todavía está cambiando. El riesgo sigue siendo que surjan nuevas variantes que provoquen nuevos aumentos en casos y muertes. Una de las mayores tragedias del covid es que no tendría por qué haber sido así. Tenemos las herramientas y las tecnologías para prepararnos mejor para las pandemias, para detectarlas antes, para responderlas más rápido y para mitigar su impacto”.</p>, <p>En México, el presidente López Obrador informó que el próximo lunes se reunirá el gabinete de salud para analizar la situación que prevalece en el país, y al día siguiente detallará los pasos a seguir. “Estábamos esperando esa declaración y el martes, que vamos a informar sobre salud, se emitirá un comunicado al respeto. Ese día vamos a que los médicos expongan. El lunes tenemos reunión con el sector salud van a tomar una decisión”.</p>, <p>Buenas noticias en materia de empleo formal: al 30 de abril de 2023, el IMSS tiene registrados 21 millones 820 mil 291 puestos de trabajo, permanentes 86.1 por ciento de ellos. En el primer cuatrimestre del presente año se generaron 447 mil 395 puestos laborales, el segundo más alto desde que se tiene registro para un periodo igual. En los últimos doce meses se reportó un aumento de 808 mil 949 plazas formales, el tercer mayor incremento para un periodo igual desde que se tiene registro.</p>, <p>Twitter: <a href=""https://twitter.com/@cafevega"">@cafevega</a></p>]"
Ministro francés provoca nueva fricción con Italia sobre la política migratoria,<p>El titular del Interior de Emmanuel Macron afirmó que la premier Giorgia Meloni era incapaz de resolver el flujo de personas en movilidad</p>,https://www.jornada.com.mx/notas/2023/05/06/mundo/ministro-frances-provoca-nueva-friccion-con-italia-sobre-la-politica-migratoria/,mundo,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Afp y Europa Press</dc:creator>","[<p>Roma. El titular de Relaciones Exteriores de Italia, Antonio Tajani, exigió ayer disculpas públicas al ministro del Interior francés, Gérald Darmanin, por las duras críticas a la política migratoria de la premier, la ultraderechista Giorgia Meloni.</p>, <p>Darmanin afirmó antier en una entrevista radiofónica que Meloni era “incapaz de resolver los problemas de las personas en situación de movilidad”, al desatar una nueva crisis diplomática bilateral sobre ese tema.</p>, <p>“Es un insulto gratuito y vulgar dirigido a un país amigo, aliado” y “cuando alguien ofende gratuitamente a otra persona, lo mínimo es que se disculpe”, apuntó Tajani en una entrevista publicada ayer por el diario <em>Il Corriere della Sera</em>. El canciller italiano canceló su primera visita a París, donde tenía previsto reunirse con su par, Catherine Colonna. En un intento de aliviar las tensiones, Colonna tuiteó en italiano que “la relación entre Italia y Francia se basa en el respeto mutuo entre ambos países y sus líderes” y habló con Tajani “para decirle que lo sentía.</p>, <p>“Italia es un socio clave de Francia”, declaró la primera ministra francesa, Élisabeth Borne. “Nuestra relación está basada en el respeto mutuo y privilegiaremos la concertación y un diálogo sereno para seguir trabajando juntos”, señaló ante la prensa.</p>, <p>Horas antes, el vocero del gobierno francés, Olivier Véran, también intentó apaciguar los ánimos, al subrayar que “no ha habido ninguna voluntad por parte del ministro del Interior de condenar a Italia al ostracismo.</p>, <p>“Las declaraciones del portavoz del gobierno francés van en la dirección de quienes han entendido que han cometido un grave error, que han ofendido al gobierno italiano”, reaccionó el canciller italiano en la cadena de noticias RaiNews24.</p>, <p>Frente a las fricciones entre dos países de la Unión Europea, el jefe de la diplomacia europea, Josep Borrell, instó a encarar el fenómeno de los flujos migratorios “con el máximo de unidad” al considerarlo un “problema común”.</p>, <p>El Ministerio del Interior italiano informó que en lo que va del año llegaron a su nación más de 42 mil personas por el Mediterráneo, en comparación con las cerca de 11 mil que lo hicieron durante el mismo periodo en 2022.</p>, <p>No es la primera vez que el gobierno francés choca con el italiano por el tema. En noviembre, las relaciones se crisparon cuando el gobierno de Meloni, que había asumido el poder poco antes, se negó a autorizar el desembarco de un navío humanitario de la organización no gubernamental SOS Méditerranée con más de 200 migrantes a bordo, por lo que tuvo que ser recibida por Francia en la sureña ciudad de Toulon.</p>, <p>Ante la situación, el gobierno francés convocó una reunión europea para que el caso inédito no se repitiera. Las relaciones bilaterales mejoraron y en marzo hubo una entrevista entre Emmanuel Macron con Meloni en Bruselas.</p>]"
Muestra propone una revisión de la historia del tren en Tacámbaro,"<p>Otro propósito es defender el patrimonio inmobiliario en esa región michoacana, en riesgo por intereses comerciales</p>",https://www.jornada.com.mx/notas/2023/05/06/cultura/muestra-propone-una-revision-de-la-historia-del-tren-en-tacambaro/,cultura,La jornada,"Sat, 06 May 2023 06:00:00 -0500","<dc:creator xmlns:dc=""http://purl.org/dc/elements/1.1/"">Reyes Martínez Torrijos</dc:creator>","[<p>La defensa del patrimonio cultural mexicano es la primera propuesta de la exposición <em>El ferrocarril a Tacámbaro,</em> que se inauguró este viernes en el Museo de los Ferrocarrileros. Otros de sus ejes son una revisión de la Batalla de Tacámbaro durante la intervención francesa y la historia del tren en esa región michoacana, informó Salvador Zarco Flores.</p>, <p>El director del recinto explicó a <em>La Jornada</em> que Tacámbaro “es un pueblo con mucho patrimonio inmobiliario, que ha conservando su fisionomía arquitectónica; queremos que la siga manteniendo porque hay intereses que buscan destruir algunas casas en el centro para construir plazas comerciales”.</p>, <p>La muestra también habla de la importante victoria del bando republicano contra las fuerzas imperialistas de Maximiliano, que “levantó la moral de los republicanos”, así como de una “historia, como muchas otras del ferrocarril, de que se construyó la línea con mucho trabajo, con la idea de que iba a prestar un gran servicio a la agricultura”, pero que fue defraudada por la realidad.</p>, <p>Zarco Flores expuso que desearía que los jóvenes entendieran que el “ferrocarril tiene mucha importancia para nosotros. Ojalá un día pueda escucharse el silbato del tren llegando a Tacámbaro y en muchos lados donde el tren nunca ha llegado, pero es preciso.</p>, <p>“Eso le decimos a los jóvenes que visitan el museo. Les explicamos las ventajas del ferrocarril sobre otros medios de transporte. Los jóvenes ahí entienden que el tren tiene más ventajas que un camión, es más barato porque tiene ruedas de fierro que corren sobre rieles de fierro. Eso le da ventajas, porque la fricción es mínima.</p>, <p>“Tiene profundas raíces que se extienden por todos lados: en la cultura hay obra pictórica muy importante sobre el tren, en la literatura también; en la economía jugó un papel importante, vital, porque no lo dejaron dar lo que pudo haber dado. Los intereses de la industria automotriz y de los constructores de carreteras se impusieron.”</p>, <p>El ex activista estudiantil y ex ferrocarrilero recordó que este medio de transporte iba a prestar beneficios a la zona de Michoacán, “para transportar todo lo que producía la zona; personas también. Es un área muy desconectada.</p>, <p>“Funcionó 20 años en manos de una compañía estadunidense, que al mismo tiempo se dedicó a saquear la madera en la zona, de las 200 mil hectáreas de concesión para explotación forestal, sin obligación de reforestación.”</p>, <p>Refirió que el propietario de la empresa “contrató guardias blancas para matar indígenas purepéchas que encabezaban la lucha contra la deforestación. Un día quemaron la estación y las bodegas del tren. No hubo investigación. El gringo agarró sus cosas y se fue. Se llevó el tren.</p>, <p>“Eso que pasó en otras partes, donde grupos extranjeros de industriales, comerciantes y mineros decidieron la ubicación de las estaciones por la salud de sus negocios. No fue tanto en beneficio del país y de las clases populares. Eso sigue vigente. Ahorita el tema del Tren Maya, que hay mucho debate.”</p>, <p>La exposición reúne fotografías facilitadas por el municipio de Ario de Rosales. “Hay unas muy bellas, de los ferrocarriles de aquel entonces, los talleres, las estaciones”, e imágenes antiguas de Tacámbaro. También, algunos libros sobre la población y Michoacán. “Hay un panfleto editado en Bélgica sobre la Batalla de Tacámbaro, que la cuenta al revés. Dicen que son los ganadores, que fueron humanitarios”.</p>, <p>En la batalla, narró Zarco Flores, el general mexicano permitió a los militares extranjeros rendirse mientras se quemaba el reducto que defendían. “Si no hubiera dado esa opción, se habrían calcinado ahí”.</p>, <p>El Museo de los Ferrocarrileros se ubica en la calle Alberto Herrera sin número, colonia Aragón, de la alcaldía Gustavo A. Madero.</p>]"
